363,Raw bass
365,Bass
371,Raw swordfish
373,Swordfish
377,Raw lobster
379,Lobster
383,Raw shark
385,Shark
389,Raw manta ray
391,Manta ray
395,Raw sea turtle
397,Sea turtle
401,Seaweed
403,Edible seaweed
405,Casket
407,Oyster
411,Oyster pearl
413,Oyster pearls
426,Priest gown
428,Priest gown
434,Clay
436,Copper ore
438,Tin ore
440,Iron ore
442,Silver ore
444,Gold ore
447,Mithril ore
449,Adamantite ore
451,Runite ore
453,Coal
464,Strange fruit
526,Bones
528,Burnt bones
530,Bat bones
532,Big bones
534,Babydragon bones
536,Dragon bones
538,Druid's robe
540,Druid's robe
542,Monk's robe
544,Monk's robe
550,Newcomer map
554,Fire rune
555,Water rune
556,Air rune
557,Earth rune
558,Mind rune
559,Body rune
560,Death rune
561,Nature rune
562,Chaos rune
563,Law rune
564,Cosmic rune
565,Blood rune
566,Soul rune
567,Unpowered orb
569,Fire orb
571,Water orb
573,Air orb
575,Earth orb
577,Wizard robe top
579,Wizard hat
581,Black robe top
590,Tinderbox
592,Ashes
596,Unlit torch
598,Bronze fire arrows
600,Astronomy book
626,Pink boots
628,Green boots
630,Blue boots
632,Cream boots
634,Turquoise boots
636,Pink robe top
638,Green robe top
640,Blue robe top
642,Cream robe top
644,Turquoise robe top
646,Pink robe bottoms
648,Green robe bottoms
650,Blue robe bottoms
652,Cream robe bottoms
654,Turquoise robe bottoms
656,Pink hat
658,Green hat
660,Blue hat
662,Cream hat
664,Turquoise hat
753,Cadava berries
800,Bronze thrownaxe
801,Iron thrownaxe
802,Steel thrownaxe
803,Mithril thrownaxe
804,Adamant thrownaxe
805,Rune thrownaxe
806,Bronze dart
807,Iron dart
808,Steel dart
809,Mithril dart
810,Adamant dart
811,Rune dart
812,Bronze dart (p)
813,Iron dart (p)
814,Steel dart (p)
815,Mithril dart (p)
816,Adamant dart (p)
817,Rune dart (p)
819,Bronze dart tip
820,Iron dart tip
821,Steel dart tip
822,Mithril dart tip
823,Adamant dart tip
824,Rune dart tip
825,Bronze javelin
826,Iron javelin
827,Steel javelin
828,Mithril javelin
829,Adamant javelin
830,Rune javelin
831,Bronze javelin (p)
832,Iron javelin (p)
833,Steel javelin (p)
834,Mithril javelin (p)
835,Adamant javelin (p)
836,Rune javelin (p)
837,Crossbow
839,Longbow
841,Shortbow
843,Oak shortbow
845,Oak longbow
847,Willow longbow
849,Willow shortbow
851,Maple longbow
853,Maple shortbow
855,Yew longbow
857,Yew shortbow
859,Magic longbow
861,Magic shortbow
863,Iron knife
864,Bronze knife
865,Steel knife
866,Mithril knife
867,Adamant knife
868,Rune knife
869,Black knife
870,Bronze knife (p)
871,Iron knife (p)
872,Steel knife (p)
873,Mithril knife (p)
874,Black knife (p)
875,Adamant knife (p)
876,Rune knife (p)
877,Bronze bolts
878,Bronze bolts (p)
879,Opal bolts
880,Pearl bolts
881,Barbed bolts
882,Bronze arrow
883,Bronze arrow (p)
884,Iron arrow
885,Iron arrow (p)
886,Steel arrow
887,Steel arrow (p)
888,Mithril arrow
889,Mithril arrow (p)
890,Adamant arrow
891,Adamant arrow (p)
892,Rune arrow
893,Rune arrow (p)
942,Bronze fire arrows
946,Knife
948,Bear fur
950,Silk
952,Spade
954,Rope
958,Grey wolf fur
960,Plank
962,Christmas cracker
970,Papyrus
973,Charcoal
975,Machete
981,Disk of returning
983,Brass key
985,Tooth half of a key
987,Loop half of a key
989,Crystal key
991,Muddy key
993,Sinister key
1005,White apron
1007,Cape
1009,Brass necklace
1011,Wizard robe skirt
1013,Pink skirt
1015,Black robe skirt
1017,Wizard hat
1019,Cape
1021,Cape
1023,Cape
1025,Eye patch
1027,Cape
1029,Cape
1031,Cape
1033,Zamorak robe
1035,Zamorak robe
1038,Red partyhat
1040,Yellow partyhat
1042,Blue partyhat
1044,Green partyhat
1046,Purple partyhat
1048,White partyhat
1050,Santa hat
1053,Green h'ween mask
1055,Blue h'ween mask
1057,Red h'ween mask
1059,Leather gloves
1061,Leather boots
1063,Leather vambraces
1065,Green d'hide vambraces
1067,Iron platelegs
1069,Steel platelegs
1071,Mithril platelegs
1073,Adamant platelegs
1075,Bronze platelegs
1077,Black platelegs
1079,Rune platelegs
1081,Iron plateskirt
1083,Steel plateskirt
1085,Mithril plateskirt
1087,Bronze plateskirt
1089,Black plateskirt
1091,Adamant plateskirt
1093,Rune plateskirt
1095,Leather chaps
1097,Studded chaps
1099,Green d'hide chaps
1101,Iron chainbody
1103,Bronze chainbody
1105,Steel chainbody
1107,Black chainbody
1109,Mithril chainbody
1111,Adamant chainbody
1113,Rune chainbody
1115,Iron platebody
1117,Bronze platebody
1119,Steel platebody
1121,Mithril platebody
1123,Adamant platebody
1125,Black platebody
1127,Rune platebody
1129,Leather body
1131,Hardleather body
1133,Studded body
1135,Green d'hide body
1137,Iron helm
1139,Bronze helm
1141,Steel helm
1143,Mithril helm
1145,Adamant helm
1147,Rune helm
1149,Dragon helm
1151,Black helm
1153,Iron full helm
1155,Bronze full helm
1157,Steel full helm
1159,Mithril full helm
1161,Adamant full helm
1163,Rune full helm
1165,Black full helm
1167,Leather cowl
1169,Coif
1171,Wooden shield
1173,Bronze sq shield
1175,Iron sq shield
1177,Steel sq shield
1179,Black sq shield
1181,Mithril sq shield
1183,Adamant sq shield
1185,Rune sq shield
1187,Dragon sq shield
1189,Bronze kiteshield
1191,Iron kiteshield
1193,Steel kiteshield
1195,Black kiteshield
1197,Mithril kiteshield
1199,Adamant kiteshield
1201,Rune kiteshield
1203,Iron dagger
1205,Bronze dagger
1207,Steel dagger
1209,Mithril dagger
1211,Adamant dagger
1213,Rune dagger
1215,Dragon dagger
1217,Black dagger
1219,Iron dagger (p)
1221,Bronze dagger (p)
1223,Steel dagger (p)
1225,Mithril dagger (p)
1227,Adamant dagger (p)
1229,Rune dagger (p)
1231,Dragon dagger (p)
1233,Black dagger (p)
1237,Bronze spear
1239,Iron spear
1241,Steel spear
1243,Mithril spear
1245,Adamant spear
1247,Rune spear
1249,Dragon spear
1251,Bronze spear (p)
1253,Iron spear (p)
1255,Steel spear (p)
1257,Mithril spear (p)
1259,Adamant spear (p)
1261,Rune spear (p)
1263,Dragon spear (p)
1265,Bronze pickaxe
1267,Iron pickaxe
1269,Steel pickaxe
1271,Adamant pickaxe
1273,Mithril pickaxe
1275,Rune pickaxe
1277,Bronze sword
1279,Iron sword
1281,Steel sword
1283,Black sword
1285,Mithril sword
1287,Adamant sword
1289,Rune sword
1291,Bronze longsword
1293,Iron longsword
1295,Steel longsword
1297,Black longsword
1299,Mithril longsword
1301,Adamant longsword
1303,Rune longsword
1305,Dragon longsword
1307,Bronze 2h sword
1309,Iron 2h sword
1311,Steel 2h sword
1313,Black 2h sword
1315,Mithril 2h sword
1317,Adamant 2h sword
1319,Rune 2h sword
1321,Bronze scimitar
1323,Iron scimitar
1325,Steel scimitar
1327,Black scimitar
1329,Mithril scimitar
1331,Adamant scimitar
1333,Rune scimitar
1335,Iron warhammer
1337,Bronze warhammer
1339,Steel warhammer
1341,Black warhammer
1343,Mithril warhammer
1345,Adamant warhammer
1347,Rune warhammer
1349,Iron hatchet
1351,Bronze hatchet
1353,Steel hatchet
1355,Mithril hatchet
1357,Adamant hatchet
1359,Rune hatchet
1361,Black hatchet
1363,Iron battleaxe
1365,Steel battleaxe
1367,Black battleaxe
1369,Mithril battleaxe
1371,Adamant battleaxe
1373,Rune battleaxe
1375,Bronze battleaxe
1377,Dragon battleaxe
1379,Staff
1381,Staff of air
1383,Staff of water
1385,Staff of earth
1387,Staff of fire
1389,Magic staff
1391,Battlestaff
1393,Fire battlestaff
1395,Water battlestaff
1397,Air battlestaff
1399,Earth battlestaff
1401,Mystic fire staff
1403,Mystic water staff
1405,Mystic air staff
1407,Mystic earth staff
1420,Iron mace
1422,Bronze mace
1424,Steel mace
1426,Black mace
1428,Mithril mace
1430,Adamant mace
1432,Rune mace
1434,Dragon mace
1436,Rune essence
1438,Air talisman
1440,Earth talisman
1442,Fire talisman
1444,Water talisman
1446,Body talisman
1448,Mind talisman
1450,Blood talisman
1452,Chaos talisman
1454,Cosmic talisman
1456,Death talisman
1458,Law talisman
1462,Nature talisman
1464,Archery ticket
1470,Red bead
1472,Yellow bead
1474,Black bead
1476,White bead
1478,Amulet of accuracy
1523,Lockpick
1539,Steel nails
1540,Anti-dragon shield
1550,Garlic
1592,Ring mould
1595,Amulet mould
1597,Necklace mould
1599,Holy mould
1601,Diamond
1603,Ruby
1605,Emerald
1607,Sapphire
1609,Opal
1611,Jade
1613,Red topaz
1615,Dragonstone
1617,Uncut diamond
1619,Uncut ruby
1621,Uncut emerald
1623,Uncut sapphire
1625,Uncut opal
1627,Uncut jade
1629,Uncut red topaz
1631,Uncut dragonstone
1635,Gold ring
1637,Sapphire ring
1639,Emerald ring
1641,Ruby ring
1643,Diamond ring
1645,Dragonstone ring
1654,Gold necklace
1656,Sapphire necklace
1658,Emerald necklace
1660,Ruby necklace
1662,Diamond necklace
1664,Dragon necklace
1673,Gold amulet
1675,Sapphire amulet
1677,Emerald amulet
1679,Ruby amulet
1681,Diamond amulet
1683,Dragonstone ammy
1692,Gold amulet
1694,Sapphire amulet
1696,Emerald amulet
1698,Ruby amulet
1700,Diamond amulet
1702,Dragonstone ammy
1704,Amulet of glory
1712,Amulet of glory (4)
1714,Unstrung symbol
1716,Unblessed symbol
1718,Holy symbol
1720,Unstrung emblem
1722,Unpowered symbol
1724,Unholy symbol
1725,Amulet of strength
1727,Amulet of magic
1729,Amulet of defence
1731,Amulet of power
1733,Needle
1734,Thread
1735,Shears
1737,Wool
1739,Cowhide
1741,Leather
1743,Hard leather
1745,Green dragon leather
1747,Black dragonhide
1749,Red dragonhide
1751,Blue dragonhide
1753,Green dragonhide
1755,Chisel
1757,Brown apron
1759,Ball of wool
1761,Soft clay
1763,Red dye
1765,Yellow dye
1767,Blue dye
1769,Orange dye
1771,Green dye
1773,Purple dye
1775,Molten glass
1777,Bow string
1779,Flax
1781,Soda ash
1783,Bucket of sand
1785,Glassblowing pipe
1787,Pot (unfired)
1789,Pie dish (unfired)
1791,Bowl (unfired)
1793,Woad leaf
1794,Bronze wire
1823,Waterskin (4)
1831,Waterskin (0)
1833,Desert shirt
1835,Desert robe
1837,Desert boots
1859,Raw ugthanki meat
1861,Ugthanki meat
1863,Pitta dough
1865,Pitta bread
1869,Chopped tomato
1871,Chopped onion
1873,Chopped ugthanki
1875,Onion & tomato
1877,Ugthanki & onion
1879,Ugthanki & tomato
1881,Kebab mix
1883,Ugthanki kebab
1885,Ugthanki kebab
1887,Cake tin
1889,Uncooked cake
1891,Cake
1895,Slice of cake
1897,Chocolate cake
1901,Chocolate slice
1905,Asgarnian ale
1907,Wizard's mind bomb
1909,Greenman's ale
1911,Dragon bitter
1913,Dwarven stout
1915,Grog
1917,Beer
1919,Beer glass
1921,Bowl of water
1923,Bowl
1925,Bucket
1927,Bucket of milk
1929,Bucket of water
1931,Empty pot
1933,Pot of flour
1935,Jug
1937,Jug of water
1939,Swamp tar
1940,Raw swamp paste
1941,Swamp paste
1942,Raw potato
1944,Egg
1947,Wheat
1949,Chef's hat
1951,Redberries
1953,Pastry dough
1955,Cooking apple
1957,Onion
1959,Pumpkin
1961,Easter egg
1963,Banana
1965,Cabbage
1971,Kebab
1973,Chocolate bar
1975,Chocolate dust
1978,Cup of tea
1980,Empty cup
1982,Tomato
1985,Cheese
1987,Grapes
1989,Half full wine jug
1993,Jug of wine
1997,Incomplete stew
1999,Incomplete stew
2001,Uncooked stew
2003,Stew
2007,Spice
2009,Uncooked curry
2011,Curry
2015,Vodka
2017,Whisky
2019,Gin
2021,Brandy
2028,Premade blurb' sp.
2030,Premade choc s'dy
2032,Premade dr' dragon
2034,Premade fr' blast
2036,Premade p' punch
2038,Premade sgg
2040,Premade wiz blz'd
2048,Pineapple punch
2054,Wizard blizzard
2064,Blurberry special
2074,Choc saturday
2080,Short green guy
2084,Fruit blast
2092,Drunk dragon
2102,Lemon
2104,Lemon chunks
2106,Lemon slices
2108,Orange
2110,Orange chunks
2112,Orange slices
2114,Pineapple
2116,Pineapple chunks
2118,Pineapple ring
2120,Lime
2122,Lime chunks
2124,Lime slices
2126,Dwellberries
2128,Equa leaves
2130,Pot of cream
2132,Raw beef
2134,Raw rat meat
2136,Raw bear meat
2138,Raw chicken
2140,Cooked chicken
2142,Cooked meat
2150,Swamp toad
2152,Toad's legs
2162,King worm
2169,Gnome spice
2171,Gianne dough
2185,Chocolate bomb
2187,Tangled toads' legs
2191,Worm hole
2195,Veg ball
2202,Raw crunchies
2205,Worm crunchies
2209,Chocchip crunchies
2213,Spicy crunchies
2217,Toad crunchies
2219,Premade w'm batta
2221,Premade t'd batta
2223,Premade c+t batta
2225,Premade fr't batta
2227,Premade veg batta
2229,Premade choc bomb
2231,Premade ttl
2233,Premade worm hole
2235,Premade veg ball
2237,Premade w'm crun'
2239,Premade ch' crunch
2241,Premade s'y crunch
2243,Premade t'd crunch
2253,Worm batta
2255,Toad batta
2259,Cheese+tom batta
2277,Fruit batta
2281,Vegetable batta
2283,Pizza base
2285,Incomplete pizza
2287,Uncooked pizza
2289,Plain pizza
2293,Meat pizza
2297,Anchovy pizza
2301,Pineapple pizza
2307,Bread dough
2309,Bread
2313,Pie dish
2315,Pie shell
2317,Uncooked apple pie
2319,Uncooked meat pie
2321,Uncooked berry pie
2323,Apple pie
2325,Redberry pie
2327,Meat pie
2331,Half a meat pie
2333,Half a redberry pie
2335,Half an apple pie
2337,Raw oomlie
2341,Wrapped oomlie
2343,Cooked oomlie wrap
2347,Hammer
2349,Bronze bar
2351,Iron bar
2353,Steel bar
2355,Silver bar
2357,Gold bar
2359,Mithril bar
2361,Adamant bar
2363,Rune bar
2366,Shield left half
2368,Shield right half
2370,Steel studs
2391,Ground bat bones
2428,Attack potion (4)
2430,Restore potion (4)
2432,Defence potion (4)
2434,Prayer potion (4)
2436,Super attack (4)
2438,Fishing potion (4)
2440,Super strength (4)
2442,Super defence (4)
2444,Ranging potion (4)
2446,Antipoison (4)
2448,Super antipoison (4)
2450,Zamorak brew (4)
2452,Antifire (4)
2454,Antifire (3)
2456,Antifire (2)
2458,Antifire (1)
2460,Flowers
2462,Red flowers
2464,Blue flowers
2466,Yellow flowers
2468,Purple flowers
2470,Orange flowers
2472,Flowers
2474,White flowers
2476,Black flowers
2481,Clean lantadyme
2483,Lantadyme potion (unf)
2485,Grimy lantadyme
2487,Blue d'hide vambraces
2489,Red d'hide vambraces
2491,Black d'hide vambraces
2493,Blue d'hide chaps
2495,Red d'hide chaps
2497,Black d'hide chaps
2499,Blue d'hide body
2501,Red d'hide body
2503,Black d'hide body
2505,Blue dragon leather
2507,Red dragon leather
2509,Black dragon leather
2532,Iron fire arrows
2533,Iron fire arrows
2534,Steel fire arrows
2535,Steel fire arrows
2536,Mithril fire arrows
2537,Mithril fire arrows
2538,Adamant fire arrows
2539,Adamant fire arrows
2540,Rune fire arrows
2541,Rune fire arrows
2550,Ring of recoil
2552,Ring of duelling (8)
2566,Ring of duelling (1)
2568,Ring of forging
2570,Ring of life
2572,Ring of wealth
2577,Ranger boots
2579,Wizard boots
2581,Robin hood hat
2583,Black platebody (t)
2585,Black platelegs (t)
2587,Black full helm (t)
2589,Black kiteshield (t)
2591,Black platebody (g)
2593,Black platelegs (g)
2595,Black full helm (g)
2597,Black kiteshield (g)
2599,Adamant platebody (t)
2601,Adamant platelegs (t)
2603,Adamant kiteshield (t)
2605,Adamant full helm (t)
2607,Adamant platebody (g)
2609,Adamant platelegs (g)
2611,Adamant kiteshield (g)
2613,Adamant full helm (g)
2615,Rune platebody (g)
2617,Rune platelegs (g)
2619,Rune full helm (g)
2621,Rune kiteshield (g)
2623,Rune platebody (t)
2625,Rune platelegs (t)
2627,Rune full helm (t)
2629,Rune kiteshield (t)
2631,Highwayman mask
2633,Blue beret
2635,Black beret
2637,White beret
2639,Tan cavalier
2641,Dark cavalier
2643,Black cavalier
2645,Red headband
2647,Black headband
2649,Brown headband
2651,Pirate's hat
2653,Zamorak platebody
2655,Zamorak platelegs
2657,Zamorak full helm
2659,Zamorak kiteshield
2661,Saradomin platebody
2663,Saradomin platelegs
2665,Saradomin full helm
2667,Saradomin kiteshield
2669,Guthix platebody
2671,Guthix platelegs
2673,Guthix full helm
2675,Guthix kiteshield
2859,Wolf bones
2861,Wolfbone arrowheads
2864,Ogre arrow shaft
2865,Flighted ogre arrow
2866,Ogre arrow
2876,Raw chompy
2878,Cooked chompy
2890,Elemental shield
2894,Boots
2896,Robe top
2898,Robe bottoms
2900,Hat
2902,Gloves
2904,Boots
2906,Robe top
2908,Robe bottoms
2910,Hat
2912,Gloves
2914,Boots
2916,Robe top
2918,Robe bottoms
2920,Hat
2922,Gloves
2924,Boots
2926,Robe top
2928,Robe bottoms
2930,Hat
2932,Gloves
2934,Boots
2936,Robe top
2938,Robe bottoms
2940,Hat
2942,Gloves
2955,Moonlight mead
2961,Silver sickle
2970,Mort myre fungus
2972,Mort myre stem
2974,Mort myre pear
2976,Sickle mould
2997,Pirate's hook
2998,Clean toadflax
3000,Clean snapdragon
3002,Toadflax potion (unf)
3004,Snapdragon potion (unf)
3008,Energy potion (4)
3010,Energy potion (3)
3012,Energy potion (2)
3014,Energy potion (1)
3016,Super energy (4)
3018,Super energy (3)
3020,Super energy (2)
3022,Super energy (1)
3024,Super restore (4)
3026,Super restore (3)
3028,Super restore (2)
3030,Super restore (1)
3032,Agility potion (4)
3034,Agility potion (3)
3036,Agility potion (2)
3038,Agility potion (1)
3040,Magic potion (4)
3042,Magic potion (3)
3044,Magic potion (2)
3046,Magic potion (1)
3049,Grimy toadflax
3051,Grimy snapdragon
3053,Lava battlestaff
3054,Mystic lava staff
3093,Black dart
3094,Black dart (p)
3095,Bronze claws
3096,Iron claws
3097,Steel claws
3098,Black claws
3099,Mithril claws
3100,Adamant claws
3101,Rune claws
3105,Rock climbing boots
3122,Granite shield
3123,Shaikahan bones
3125,Jogre bones
3138,Potato cactus
3140,Dragon chainbody
3142,Raw karambwan
3144,Cooked karambwan
3157,Karambwan vessel
3162,Sliced banana
3183,Monkey bones
3188,Cleaning cloth
3190,Bronze halberd
3192,Iron halberd
3194,Steel halberd
3196,Black halberd
3198,Mithril halberd
3200,Adamant halberd
3202,Rune halberd
3204,Dragon halberd
3211,Limestone
3216,Barrel
3226,Raw rabbit
3228,Cooked rabbit
3325,Vampyre dust
3327,Myre snelm
3329,Blood'n'tar snelm
3331,Ochre snelm
3333,Bruise blue snelm
3335,Broken bark snelm
3337,Myre snelm
3339,Blood'n'tar snelm
3341,Ochre snelm
3343,Bruise blue snelm
3345,Blamish myre shell
3347,Blamish red shell
3349,Blamish ochre shell
3351,Blamish blue shell
3353,Blamish bark shell
3355,Blamish myre shell
3357,Blamish red shell
3359,Blamish ochre shell
3361,Blamish blue shell
3363,Thin snail
3365,Lean snail
3367,Fat snail
3369,Thin snail meat
3371,Lean snail meat
3373,Fat snail meat
3377,Sample bottle
3379,Slimy eel
3381,Cooked slimy eel
3385,Splitbark helm
3387,Splitbark body
3389,Splitbark legs
3391,Splitbark gauntlets
3393,Splitbark boots
3396,Loar remains
3398,Phrin remains
3400,Riyl remains
3402,Asyn remains
3404,Fiyr remains
3406,Ash potion (unf)
3420,Limestone brick
3422,Olive oil (4)
3424,Olive oil (3)
3426,Olive oil (2)
3428,Olive oil (1)
3430,Sacred oil (4)
3432,Sacred oil (3)
3434,Sacred oil (2)
3436,Sacred oil (1)
3438,Pyre logs
3440,Oak pyre logs
3442,Willow pyre logs
3444,Maple pyre logs
3446,Yew pyre logs
3448,Magic pyre logs
3470,Fine cloth
3472,Black plateskirt (t)
3473,Black plateskirt (g)
3474,Adamant plateskirt (t)
3475,Adamant plateskirt (g)
3476,Rune plateskirt (g)
3477,Rune plateskirt (t)
3478,Zamorak plateskirt
3479,Saradomin plateskirt
3480,Guthix plateskirt
3481,Gilded platebody
3483,Gilded platelegs
3485,Gilded plateskirt
3486,Gilded full helm
3488,Gilded kiteshield
3749,Archer helm
3751,Berserker helm
3753,Warrior helm
3755,Farseer helm
3759,Fremennik cloak
3761,Fremennik cloak
3763,Fremennik cloak
3765,Fremennik cloak
3767,Fremennik shirt
3769,Fremennik shirt
3771,Fremennik shirt
3773,Fremennik shirt
3775,Fremennik shirt
3777,Fremennik cloak
3779,Fremennik cloak
3781,Fremennik cloak
3783,Fremennik cloak
3785,Fremennik cloak
3787,Fremennik cloak
3789,Fremennik cloak
3791,Fremennik boots
3793,Fremennik robe
3795,Fremennik skirt
3797,Fremennik hat
3799,Gloves
3801,Keg of beer
3803,Beer
3827,Saradomin page 1
3828,Saradomin page 2
3829,Saradomin page 3
3830,Saradomin page 4
3831,Zamorak page 1
3832,Zamorak page 2
3833,Zamorak page 3
3834,Zamorak page 4
3835,Guthix page 1
3836,Guthix page 2
3837,Guthix page 3
3838,Guthix page 4
3853,Games necklace (8)
3867,Games necklace (1)
4087,Dragon platelegs
4089,Mystic hat
4091,Mystic robe top
4093,Mystic robe bottom
4095,Mystic gloves
4097,Mystic boots
4099,Mystic hat
4101,Mystic robe top
4103,Mystic robe bottom
4105,Mystic gloves
4107,Mystic boots
4109,Mystic hat
4111,Mystic robe top
4113,Mystic robe bottom
4115,Mystic gloves
4117,Mystic boots
4119,Bronze boots
4121,Iron boots
4123,Steel boots
4125,Black boots
4127,Mithril boots
4129,Adamant boots
4131,Rune boots
4151,Abyssal whip
4153,Granite maul
4156,Mirror shield
4161,Bag of salt
4162,Rock hammer
4164,Face mask
4166,Earmuffs
4168,Nose peg
4170,Slayer's staff
4207,Crystal seed
4212,New crystal bow
4224,New crystal shield
4287,Raw beef
4289,Raw chicken
4291,Cooked chicken
4293,Cooked meat
4298,H.a.m. shirt
4300,H.a.m. robe
4302,H.a.m. hood
4304,H.a.m. cloak
4306,H.a.m. logo
4308,H.a.m. gloves
4310,H.a.m. boots
4315,Team-1 cape
4317,Team-2 cape
4319,Team-3 cape
4321,Team-4 cape
4323,Team-5 cape
4325,Team-6 cape
4327,Team-7 cape
4329,Team-8 cape
4331,Team-9 cape
4333,Team-10 cape
4335,Team-11 cape
4337,Team-12 cape
4339,Team-13 cape
4341,Team-14 cape
4343,Team-15 cape
4345,Team-16 cape
4347,Team-17 cape
4349,Team-18 cape
4351,Team-19 cape
4353,Team-20 cape
4355,Team-21 cape
4357,Team-22 cape
4359,Team-23 cape
4361,Team-24 cape
4363,Team-25 cape
4365,Team-26 cape
4367,Team-27 cape
4369,Team-28 cape
4371,Team-29 cape
4373,Team-30 cape
4375,Team-31 cape
4377,Team-32 cape
4379,Team-33 cape
4381,Team-34 cape
4383,Team-35 cape
4385,Team-36 cape
4387,Team-37 cape
4389,Team-38 cape
4391,Team-39 cape
4393,Team-40 cape
4395,Team-41 cape
4397,Team-42 cape
4399,Team-43 cape
4401,Team-44 cape
4403,Team-45 cape
4405,Team-46 cape
4407,Team-47 cape
4409,Team-48 cape
4411,Team-49 cape
4413,Team-50 cape
4417,Guthix rest (4)
4419,Guthix rest (3)
4421,Guthix rest (2)
4423,Guthix rest (1)
4436,Airtight pot
4438,Unfired pot lid
4440,Pot lid
4456,Bowl of hot water
4458,Cup of water
4460,Cup of hot water
4464,Herb tea mix
4466,Herb tea mix
4468,Herb tea mix
4470,Herb tea mix
4472,Herb tea mix
4474,Herb tea mix
4476,Herb tea mix
4478,Herb tea mix
4480,Herb tea mix
4482,Herb tea mix
4517,Giant frog legs
4522,Oil lamp
4525,Oil lamp
4527,Candle lantern
4529,Candle lantern
4535,Oil lantern
4537,Oil lantern
4540,Oil lantern frame
4542,Lantern lens
4544,Bullseye lantern
4546,Bullseye lantern
4548,Bullseye lantern
4551,Spiny helmet
4580,Black spear
4582,Black spear (p)
4585,Dragon plateskirt
4587,Dragon scimitar
4600,Willow-blackjack
4608,Super kebab
4627,Bandit's brew
4675,Ancient staff
4694,Steam rune
4695,Mist rune
4696,Dust rune
4697,Smoke rune
4698,Mud rune
4699,Lava rune
4708,Ahrim's hood
4710,Ahrim's staff
4712,Ahrim's robe top
4714,Ahrim's robe skirt
4716,Dharok's helm
4718,Dharok's greataxe
4720,Dharok's platebody
4722,Dharok's platelegs
4724,Guthan's helm
4726,Guthan's warspear
4728,Guthan's platebody
4730,Guthan's chainskirt
4732,Karil's coif
4734,Karil's crossbow
4736,Karil's top
4738,Karil's skirt
4740,Bolt rack
4745,Torag's helm
4747,Torag's hammers
4749,Torag's platebody
4751,Torag's platelegs
4753,Verac's helm
4755,Verac's flail
4757,Verac's brassard
4759,Verac's plateskirt
4773,Bronze brutal
4778,Iron brutal
4783,Steel brutal
